Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.Damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.Flight,Air.Carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Report.Status,Publication.Date
20001206X02054,Accident,FTW94LA277,1994-08-23,"BEAUMONT, TX",United States,,,BMT,BEAUMONT MUNICIPAL,Non-Fatal,Substantial,,N2073S,HODGES,P-51-51,Yes,1,Reciprocating,,,Personal,,0,0,0,1,VMC,TAKEOFF,Probable Cause,24/02/1995
20001206X02017,Accident,CHI94LA296,1994-08-23,"ANOKA, MN",United States,,,ANE,ANOKA COUNTY-BLAINE APT,Non-Fatal,Substantial,,N75534,CESSNA,172,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,LANDING,Probable Cause,24/02/1995
20001206X02015,Accident,CHI94LA294,1994-08-23,"PEKIN, IL",United States,,,C15,PEKIN MUNICIPAL AIRPORT,Fatal(1),Destroyed,,N121CW,WATSON,KR-2,Yes,1,Reciprocating,,,Unknown,,1,0,0,0,VMC,TAKEOFF,Probable Cause,04/05/1995
20001206X01970,Accident,BFO94LA147,1994-08-23,"PHOENIXVILLE, PA",United States,,,,,Fatal(1),Destroyed,,NONE,RANS,S-14 AIRAILE,Yes,1,Reciprocating,,,Personal,,1,0,0,0,VMC,TAKEOFF,Probable Cause,23/08/1995
20001206X01968,Accident,BFO94LA145,1994-08-23,"MARION, OH",United States,,,,,Non-Fatal,Substantial,,N778R,MOONEY,M-20B,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,CRUISE,Probable Cause,16/05/1995
20001206X01944,Accident,ATL94LA164,1994-08-23,"TOWNSVILLE, NC",United States,,,NONE,NONE,Non-Fatal,Substantial,,NONE,ADVANCE AVIATION,BUCCANEER II,Yes,1,Reciprocating,,,Personal,,0,1,0,0,VMC,TAKEOFF,Probable Cause,24/02/1995
20001206X01931,Accident,ATL94FA162,1994-08-23,"BYROMVILLE, GA",United States,,,,,Fatal(2),Destroyed,,N7776D,PIPER,PA-18-150,No,1,Reciprocating,,,Personal,,2,0,0,0,VMC,MANEUVERING,Probable Cause,09/05/1995
20001206X02157,Accident,SEA94T#A04,1994-08-22,"MCCALL, ID",United States,,,,,Non-Fatal,Substantial,,N141Z,de Havilland,DHC-6-300,No,,Unknown,,UNK,Public Aircraft,,0,0,0,1,VMC,,Factual,22/08/1994
20001206X02108,Accident,MIA94LA199,1994-08-22,AGUADILLA,,,,,,Non-Fatal,Substantial,,N6332P,CESSNA,152,No,1,Reciprocating,,,Ferry,,0,0,1,0,VMC,CRUISE,Probable Cause,18/11/1994
20001206X02088,Accident,LAX94LA334,1994-08-22,"MESA, AZ",United States,,,FFZ,FALCON FIELD,Non-Fatal,Substantial,,N172ST,CESSNA,172,No,1,Reciprocating,,,Instructional,,0,0,1,0,VMC,LANDING,Probable Cause,14/11/1994
20001206X02055,Accident,FTW94LA278,1994-08-22,"LAZBUDDIE, TX",United States,,,,,Non-Fatal,Substantial,,N4360S,AIR TRACTOR,AT-301,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,TAKEOFF,Probable Cause,27/03/1995
20001206X02053,Accident,FTW94LA276,1994-08-22,"TULSA, OK",United States,,,,,Non-Fatal,Substantial,,N94AA,PIPER,PA-28R-201,No,1,Reciprocating,,,Positioning,,0,0,1,0,VMC,TAKEOFF,Probable Cause,24/02/1995
20001206X02013,Accident,CHI94LA292,1994-08-22,"CLIFTON, IL",United States,,,,,Non-Fatal,Destroyed,,N8971H,GRUMMAN,G-164A,No,1,Reciprocating,,UNK,Aerial Application,,0,0,1,0,VMC,MANEUVERING,Probable Cause,24/02/1995
20001206X01967,Accident,BFO94LA143,1994-08-22,"VESTAL, NY",United States,,,N17,TRI-CITIES,Non-Fatal,Substantial,,N61774,CESSNA,172M,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,LANDING,Probable Cause,23/08/1995
20001206X01943,Accident,ATL94LA163,1994-08-22,"WASHINGTON, NC",United States,,,OCW,WARREN FIELD,Non-Fatal,Substantial,,N7726Z,PIPER,PA-25-235,No,1,Reciprocating,,,Positioning,,0,0,0,1,VMC,APPROACH,Probable Cause,27/03/1995
20001206X01918,Accident,ANC94LA118,1994-08-22,"TALKEENTNA, AK",United States,,,,,Non-Fatal,Substantial,,N61272,CESSNA,150J,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,TAKEOFF,Probable Cause,09/05/1995
20001206X02147,Accident,SEA94LA217,1994-08-21,"BENTON CITY, WA",United States,,,,,Non-Fatal,Substantial,,N47AT,ALLEN D. POTTS,WAG-A-BOND,Yes,1,Reciprocating,,,Personal,,0,0,1,1,VMC,DESCENT,Probable Cause,13/03/1995
20001206X02091,Accident,LAX94LA338,1994-08-21,"SO. LAKE TAHOE, CA",United States,,,TVL,SOUTH LAKE TAHOE,Non-Fatal,Substantial,,N36DY,BEECH,A36,No,1,Reciprocating,,,Personal,,0,0,0,5,VMC,TAKEOFF,Probable Cause,25/01/1995
20001206X02016,Accident,CHI94LA295,1994-08-21,"MUSCATINE, IA",United States,,,MUT,MUSCATINE MUNICIPAL,Non-Fatal,Substantial,,N79GJ,SCHREIBER-STITTS,SA-3B,Yes,1,Reciprocating,,,Personal,,0,0,0,1,VMC,TAKEOFF,Probable Cause,24/02/1995
20001206X01940,Accident,ATL94LA159,1994-08-21,"COLUMBIA, NC",United States,,,,,Non-Fatal,Substantial,,N8819L,PIPER,PA-25,No,1,Reciprocating,,UNK,Aerial Application,,0,0,1,0,VMC,MANEUVERING,Probable Cause,05/04/1995
20001206X01920,Accident,ANC94LA120,1994-08-21,"NORTHWAY, AK",United States,,,,,Non-Fatal,Substantial,,N31670,PIPER,PA-28-181,No,1,Reciprocating,,,Personal,,0,1,0,1,IMC,MANEUVERING,Probable Cause,09/05/1995
20001206X01919,Accident,ANC94LA119,1994-08-21,"DELTA JUNCTION, AK",United States,,,,JOHNSON RIVER AIRSTRIP,Non-Fatal,Substantial,,N2677J,CESSNA,150,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,TAKEOFF,Probable Cause,09/05/1995
20001206X02148,Accident,SEA94LA218,1994-08-20,"HELENA, MT",United States,,,HLN,HELENA REGIONAL,Non-Fatal,Substantial,,N14MV,BEECH,99,No,2,Turbo Prop,,NSCH,Unknown,ALPINE AVIATION,0,0,0,2,VMC,TAXI,Probable Cause,16/05/1995
20001206X02119,Accident,NYC94FA161,1994-08-20,"BINGHAMTON, NY",United States,,,1NK8,CHENANGO BRIDGE,Fatal(1),Destroyed,,N1253J,ROCKWELL,112A,No,1,Reciprocating,,,Personal,,1,1,0,0,VMC,TAKEOFF,Probable Cause,05/04/1995
20001206X02089,Accident,LAX94LA335,1994-08-20,"SIMI VALLEY, CA",United States,,,,,Non-Fatal,Substantial,,N739VY,CESSNA,172N,No,1,Reciprocating,,,Instructional,,0,1,1,1,VMC,CRUISE,Probable Cause,24/07/1995
20001206X02052,Accident,FTW94LA275,1994-08-20,"RUSSELLVILLE, AR",United States,,,,,Non-Fatal,Substantial,,N41472,PIPER,PA-28-140,No,1,Reciprocating,,,Personal,,0,0,0,3,IMC,CRUISE,Probable Cause,24/02/1995
20001206X01966,Accident,BFO94LA142,1994-08-20,"LEESBURG, OH",United States,,,PVT,DONNER FIELD,Non-Fatal,Substantial,,N92483,PIPER,J3C-65,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,31/08/1995
20001206X01965,Accident,BFO94LA141,1994-08-20,"WILMINGTON, OH",United States,,,,,Fatal(1),Destroyed,,N63VW,LAFRANCE V-WITT,W2,Yes,1,Reciprocating,,,Unknown,,1,0,0,0,VMC,MANEUVERING,Probable Cause,19/10/1995
20001206X01942,Accident,ATL94LA161,1994-08-20,"NAGS HEAD, NC",United States,,,,,Non-Fatal,Substantial,,N1670U,CESSNA,207,No,1,Reciprocating,,,Unknown,,0,0,0,6,VMC,CRUISE,Probable Cause,13/03/1995
20001206X01922,Accident,ANC94LA122,1994-08-20,"CHICKALOON, AK",United States,,,,,Non-Fatal,Substantial,,N2389M,PIPER,PA-12,No,1,Reciprocating,,,Business,,0,0,0,2,VMC,LANDING,Probable Cause,09/05/1995
20001206X02107,Accident,MIA94LA198,1994-08-19,"ARCADIA, FL",United States,,,X06,ARCADIA MUNICIPAL,Non-Fatal,Substantial,,N757WM,CESSNA,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,LANDING,Probable Cause,18/11/1994
20001206X02087,Accident,LAX94LA333,1994-08-19,"PHOENIX, AZ",United States,,,PHX,PHOENIX SKY HARBOR INTL,Non-Fatal,,,N901AW,BOEING,757-200,No,2,Turbo Jet,,SCHD,Unknown,"AMERICA WEST AIRLINES, INC.",0,1,0,167,VMC,TAXI,Probable Cause,18/05/1995
20001206X02086,Accident,LAX94LA330,1994-08-19,"PAGE, AZ",United States,,,PGA,PAGE,Non-Fatal,Destroyed,,N88FC,BEECH,95-B55,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,14/11/1994
20001206X02085,Accident,LAX94LA329,1994-08-19,"OAKDALE, CA",United States,,,O27,OAKDALE,Non-Fatal,Substantial,,N2436N,PIPER,PA-38-112,No,1,Reciprocating,,,Instructional,,0,2,0,0,VMC,LANDING,Probable Cause,26/01/1995
20001206X02084,Accident,LAX94LA328,1994-08-19,"SEDONA, AZ",United States,,,SEZ,SEDONA,Non-Fatal,Substantial,,N9944N,CESSNA,180,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,27/03/1995
20001206X02067,Incident,LAX94IA331,1994-08-19,"RENO, NV",United States,,,RNO,RENO TAHOE INTL,Incident,,,N954AS,MCDONNELL DOUGLAS,MD-82,No,2,Turbo Fan,,SCHD,Unknown,ALASKA AIRLINES (DBA: ALASKA AIRLINES),0,0,6,113,VMC,CLIMB,Probable Cause,24/07/1995
20001206X02034,Accident,FTW94FA274,1994-08-19,"ALBERT LEA, MN",United States,,,AEL,ALBERT LEA MUNICIPAL,Non-Fatal,Substantial,,N230EM,BELL,230,No,2,Turbo Shaft,,,Unknown,,0,0,0,4,VMC,APPROACH,Probable Cause,05/04/1995
20001206X02029,Accident,CHI94T#A03,1994-08-19,"ELLENDALE, ND",United States,,,,,Non-Fatal,Destroyed,,N8621V,BELLANCA,BL28,No,,Unknown,,UNK,Public Aircraft,,0,0,0,2,VMC,,Preliminary,23/10/1994
20001206X02028,Accident,CHI94MA290,1994-08-19,"CHICAGO, IL",United States,,,ORD,O'HARE INTERNATIONAL,Non-Fatal,Substantial,,IDUPO,McDonnell Douglas,MD-11F,No,3,Turbo Fan,,SCHD,Unknown,ALITALIA,0,0,0,267,VMC,LANDING,Probable Cause,24/09/1995
20001206X02012,Accident,CHI94LA291,1994-08-19,"SUBLETTE, KS",United States,,,,,Non-Fatal,Substantial,,N133MC,CESSNA,188,No,1,Reciprocating,,UNK,Aerial Application,,0,0,1,0,VMC,TAKEOFF,Probable Cause,24/02/1995
20001206X02002,Accident,CHI94LA277,1994-08-19,"JANESVILLE, WI",United States,,,,,Non-Fatal,Substantial,,N1553N,BEECH,C90A,No,2,Turbo Prop,,,Instructional,,0,0,0,3,VMC,CRUISE,Probable Cause,12/01/1995
20001206X01951,Accident,BFO94FA140,1994-08-19,"ROANOKE, VA",United States,,,,,Fatal(2),Destroyed,,N4316X,PIPER,PA-32R-300,No,1,Reciprocating,,,Personal,,2,1,0,0,VMC,TAKEOFF,Probable Cause,05/04/1995
20001206X01939,Accident,ATL94LA158,1994-08-19,"CLARKSBURG, TN",United States,,,,,Non-Fatal,Substantial,,N9797V,CESSNA,172XP,No,1,Reciprocating,,,Business,,0,0,0,1,VMC,CRUISE,Probable Cause,13/03/1995
20001206X01923,Accident,ANC94LA123,1994-08-19,"ARTIC VILLAGE, AK",United States,,,,,Non-Fatal,Substantial,,N6DB,Helio,H295,No,1,Reciprocating,,,Business,,0,0,0,1,VMC,LANDING,Probable Cause,09/05/1995
20001206X01912,Accident,ANC94LA112,1994-08-19,"KOLIGANEK, AK",United States,,,,,Non-Fatal,Substantial,,N94FB,PIPER,PA-18,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,09/05/1995
20001206X02145,Accident,SEA94LA215,1994-08-18,"HAILEY, ID",United States,,,SUN,FRIEDMAN MEMORIAL,Non-Fatal,Substantial,,N7789P,PIPER,PA-18-150,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,26/01/1995
20001206X02106,Accident,MIA94LA197,1994-08-18,SAN JUAN,,,,SIG,FERNANDO DOMINICCI,Non-Fatal,Substantial,,N556PR,PIPER,PA-23,No,2,Reciprocating,,,Personal,,0,0,0,2,VMC,TAKEOFF,Probable Cause,18/11/1994
20001206X02083,Accident,LAX94LA327,1994-08-18,"FIREBAUGH, CA",United States,,,,,Non-Fatal,Substantial,,N8843Q,AERO COMMANDER,S2R,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,CRUISE,Probable Cause,25/01/1995
20001206X02082,Accident,LAX94LA326,1994-08-18,"CHINLE, AZ",United States,,,Q32,CHINLE,Non-Fatal,Substantial,,N5765R,PIPER,PA-32R-300,No,1,Reciprocating,,,Personal,,0,0,0,4,VMC,TAKEOFF,Probable Cause,09/05/1995
20001206X02081,Accident,LAX94LA325,1994-08-18,"RIVERSIDE, CA",United States,,,,,Non-Fatal,Substantial,,N3415M,PIPER,PA-12,No,1,Reciprocating,,,Personal,,,,1,,VMC,CRUISE,Probable Cause,05/04/1995
20001206X02033,Accident,FTW94FA273,1994-08-18,"PRYOR, OK",United States,,,H71,MID-AMERICA INDUSTRIAL,Fatal(3),Destroyed,,N5319A,CESSNA,310,No,2,Reciprocating,,,Business,,3,1,0,0,VMC,APPROACH,Probable Cause,24/07/1995
20001206X02032,Accident,FTW94FA272,1994-08-18,"VAN HORN, TX",United States,,,,,Fatal(2),Destroyed,,N435FH,FAIRCHILD HILLER,FH-1100,No,1,Turbo Shaft,,,Personal,,2,0,0,0,VMC,DESCENT,Probable Cause,27/03/1995
20001206X02009,Accident,CHI94LA287,1994-08-18,"CUSTER, SD",United States,,,,,Non-Fatal,Substantial,,N74AW,HUGHES,369HS,No,1,Turbo Shaft,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,25/01/1995
20001206X01964,Accident,BFO94LA139,1994-08-18,"HOPKINSVILLE, KY",United States,,,,,Non-Fatal,Substantial,,N3376R,CESSNA,182L,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,LANDING,Probable Cause,25/01/1995
20001206X01938,Accident,ATL94LA157,1994-08-18,"COOLIDGE, GA",United States,,,,COOLIDGE,Non-Fatal,Substantial,,N9928J,CESSNA,A188B,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,TAKEOFF,Probable Cause,24/02/1995
20001206X01927,Accident,ANC94LA139,1994-08-18,"KETCHIKAN, AK",United States,,,KTN,KETCHIKAN INTERNATIONAL,Non-Fatal,Substantial,,N2791G,CESSNA,182B,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,LANDING,Probable Cause,09/05/1995
20001206X01921,Accident,ANC94LA121,1994-08-18,"WRANGELL, AK",United States,,,,,Non-Fatal,Substantial,,N78428,CESSNA,172,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,CRUISE,Probable Cause,09/05/1995
20001206X01913,Accident,ANC94LA113,1994-08-18,"SKWENTA, AK",United States,,,,,Non-Fatal,Substantial,,N1785R,de Havilland,DHC-2,No,1,Reciprocating,,NSCH,Unknown,WILLOW AIR SERVICE (DBA: NORTHERN ALPS INC.),0,0,0,2,VMC,TAXI,Probable Cause,09/05/1995
20001206X02144,Accident,SEA94LA214,1994-08-17,"HITE, UT",United States,,,,HITE,Non-Fatal,Substantial,,N2732K,CESSNA,180K,No,1,Reciprocating,,NSCH,Unknown,MOUNTAIN FLYING SERVICE,0,0,0,5,VMC,TAKEOFF,Probable Cause,26/01/1995
20001206X02105,Accident,MIA94LA196,1994-08-17,"CLEARWATER, FL",United States,,,PIE,ST. PETERSBURG-CLEARWATER,Non-Fatal,Substantial,,N6115Q,CESSNA,152,No,1,Reciprocating,,,Instructional,,0,0,1,0,VMC,TAKEOFF,Probable Cause,18/11/1994
20001206X02097,Accident,LAX94T#A08,1994-08-17,"YREKA, CA",United States,,,,,Non-Fatal,Destroyed,,N8NU,BELL,206B-III,No,,Unknown,,,Public Aircraft,,0,0,1,0,VMC,,Factual,07/09/1994
20001206X02008,Accident,CHI94LA286,1994-08-17,"LESLIE, MO",United States,,,,,Non-Fatal,Substantial,,N9498R,SNOW,S2C,No,1,Reciprocating,,,Ferry,,0,0,0,1,VMC,CRUISE,Probable Cause,25/01/1995
20001206X02146,Accident,SEA94LA216,1994-08-16,"REDMOND, OR",United States,,,,FREIGHT WAGON,Non-Fatal,Substantial,,N8339A,CESSNA,170B,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,26/01/1995
20001206X02118,Accident,NYC94FA160,1994-08-16,"WAYNESBORO, PA",United States,,,,,Fatal(4),Destroyed,,N85WM,CESSNA,320C,No,2,Reciprocating,,,Personal,,4,0,0,0,IMC,GO-AROUND,Probable Cause,19/06/1995
20001206X01962,Accident,BFO94LA137,1994-08-16,"STEWARTSVILLE, NJ",United States,,,,,Non-Fatal,Substantial,,N13CM,ENSTROM,F-28A,No,1,Reciprocating,,,Other Work Use,,0,0,0,3,VMC,CRUISE,Probable Cause,04/05/1995
20001206X01952,Accident,BFO94FA144,1994-08-16,"FRONT ROYAL, VA",United States,,,,,Fatal(5),Destroyed,,N3701W,PIPER,PA-32-260,No,1,Reciprocating,,,Personal,,5,0,0,0,IMC,CRUISE,Probable Cause,13/10/1995
20001206X01901,Accident,ANC94FA109,1994-08-16,"BIG LAKE, AK",United States,,,,,Fatal(2),Destroyed,,N5198A,CESSNA,172,No,1,Reciprocating,,,Personal,,2,1,0,0,VMC,DESCENT,Probable Cause,24/02/1995
20001206X02142,Accident,SEA94LA212,1994-08-15,"WOODLAND, WA",United States,,,,,Non-Fatal,Substantial,,N180AB,Avid Aircraft,MAGNUM,Yes,1,Reciprocating,,,Personal,,0,0,0,1,VMC,APPROACH,Probable Cause,19/06/1995
20001206X02080,Accident,LAX94LA324,1994-08-15,"METTLER, CA",United States,,,,,Non-Fatal,Substantial,,N714GV,CESSNA,150M,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,CRUISE,Probable Cause,12/01/1995
20001206X02079,Accident,LAX94LA322,1994-08-15,"TRUK ISLAND, Federated States Of Micronesia",Federated States Of Micronesia,,,,,Fatal(1),Substantial,,N65678,BELL,47-G3B,No,1,Reciprocating,,,Personal,,1,0,0,0,VMC,LANDING,Probable Cause,19/12/1994
20001206X02000,Accident,CHI94LA275,1994-08-15,"BLOOMINGTON, IL",United States,,,,,Non-Fatal,Substantial,,N416TC,Thunder and Colt,120A,No,,Unknown,,,Unknown,,0,2,1,3,VMC,APPROACH,Probable Cause,05/04/1995
20001206X01961,Accident,BFO94LA136,1994-08-15,"FISHERVILLE, KY",United States,,,,PRIVATE STRIP,Non-Fatal,Substantial,,N6429B,CESSNA,172,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,GO-AROUND,Probable Cause,25/01/1995
20001206X02140,Accident,SEA94LA210,1994-08-14,"ROCK SPRINGS, WY",United States,,,RKS,ROCK SPRINGS,Non-Fatal,Substantial,,N45GF,Burkhart Grob,G-109B,No,1,Reciprocating,,,Personal,,0,1,0,0,VMC,TAKEOFF,Probable Cause,19/06/1995
20001206X02104,Accident,MIA94LA195,1994-08-14,"MERRITT ISLAND, FL",United States,,,COI,MERRITT ISLAND,Non-Fatal,Substantial,,N9669S,CHAMPION,7GCAA,No,1,Reciprocating,,,Unknown,,0,1,0,0,VMC,TAKEOFF,Probable Cause,27/03/1995
20001206X02007,Accident,CHI94LA285,1994-08-14,"HETTINGER, ND",United States,,,INDI,FORDAHL AIRPORT,Non-Fatal,Substantial,,N2501K,LUSCOMBE,8E,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,LANDING,Probable Cause,12/01/1995
20001206X02006,Accident,CHI94LA281,1994-08-14,"BOYCEVILLE, WI",United States,,,WI20,BOYCEVILLE,Non-Fatal,Substantial,,N5095C,BEECH,B-35,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,LANDING,Probable Cause,25/01/1995
20001206X02005,Accident,CHI94LA280,1994-08-14,"IONIA, MI",United States,,,Y70,IONIA COUNTY AIRPORT,Non-Fatal,Substantial,,N6514M,SCHLEICHER,ASW-20,No,,Unknown,,,Personal,,0,0,1,0,VMC,LANDING,Probable Cause,19/06/1995
20001206X02004,Accident,CHI94LA279,1994-08-14,"HOUGHTON, MI",United States,,,5Y2,HOUGHTON LAKE STATE AIRPO,Non-Fatal,Substantial,,N20SD,HUGHES,TH-55A,No,1,Reciprocating,,,Unknown,,0,0,0,1,VMC,LANDING,Probable Cause,19/06/1995
20001206X01953,Accident,BFO94FA163,1994-08-14,"SEA ISLE CITY, NJ",United States,,,,,Fatal(4),Destroyed,,N3642A,PIPER,PA-601P,No,2,Reciprocating,,,Personal,,4,0,0,0,IMC,CRUISE,Probable Cause,13/10/1995
20001206X01930,Accident,ATL94FA156,1994-08-14,"ATLANTA, GA",United States,,,FTY,CHARLIE BROWN FULTON CO.,Fatal(2),Substantial,,N9340D,CESSNA,172RG,No,1,Reciprocating,,,Other Work Use,,2,2,0,0,VMC,TAKEOFF,Probable Cause,29/06/1995
20001206X01900,Accident,ANC94FA106,1994-08-14,"KENAI, AK",United States,,,,,Fatal(3),Destroyed,,N4839S,PIPER,PA-32-260,No,1,Reciprocating,,NSCH,Unknown,,3,1,0,0,VMC,CRUISE,Probable Cause,24/09/1995
20001206X02143,Accident,SEA94LA213,1994-08-13,"NEHALEM, OR",United States,,,3S7,NEHALEM BAY STATE,Non-Fatal,Substantial,,N5063P,PIPER,PA-24-180,No,1,Reciprocating,,,Personal,,0,0,0,4,VMC,LANDING,Probable Cause,18/05/1995
20001206X02141,Accident,SEA94LA211,1994-08-13,"DAYTON, WY",United States,,,,PADLOCK RANCH,Non-Fatal,Substantial,,N3736V,CESSNA,140,No,1,Reciprocating,,,Personal,,0,0,2,0,VMC,LANDING,Probable Cause,19/06/1995
20001206X02139,Accident,SEA94LA209,1994-08-13,"REDMOND, WA",United States,,,,,Non-Fatal,Substantial,,N95285,PIPER,PA-28-140,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,CRUISE,Probable Cause,09/05/1995
20001206X02078,Accident,LAX94LA321,1994-08-13,"SCOTTSDALE, AZ",United States,,,SDL,SCOTTSDALE MUNICIPAL,Non-Fatal,Substantial,,N98909,CESSNA,172P,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,LANDING,Probable Cause,07/12/1994
20001206X02077,Accident,LAX94LA320,1994-08-13,"SALINAS, CA",United States,,,SNS,SALINAS,Non-Fatal,Substantial,,N6702Y,BEECH,77,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,TAKEOFF,Probable Cause,27/03/1995
20001206X02066,Accident,LAX94FA323,1994-08-13,"PEARBLOSSOM, CA",United States,,,,,Fatal(3),Destroyed,,N135FF,LOCKHEED,C-130A,No,4,Turbo Prop,,UNK,Public Aircraft,,3,0,0,0,VMC,CRUISE,Probable Cause,19/12/1995
20001206X02049,Accident,FTW94LA269,1994-08-13,"EAGLE LAKE, TX",United States,,,,,Non-Fatal,Substantial,,N1315J,Rockwell,112A,No,1,Reciprocating,,,Personal,,0,0,2,2,VMC,CRUISE,Probable Cause,26/01/1995
20001206X02048,Accident,FTW94LA268,1994-08-13,"GLEN ROSE, TX",United States,,,,,Non-Fatal,Substantial,,N704RK,CESSNA,150M,No,1,Reciprocating,,,Aerial Observation,,0,0,0,2,VMC,MANEUVERING,Probable Cause,24/02/1995
20001206X02014,Accident,CHI94LA293,1994-08-13,"GRUNDY CENTER, IA",United States,,,6K7,GRUNDY CENTER MUNICIPAL,Non-Fatal,Substantial,,N39762,SNOW,600B,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,LANDING,Probable Cause,09/05/1995
20001206X01987,Accident,CHI94FA282,1994-08-13,"HUMPHREY, NE",United States,,,,,Fatal(2),Destroyed,,N7565F,CHAMPION,7KCAB,No,1,Reciprocating,,,Personal,,2,0,0,0,VMC,MANEUVERING,Probable Cause,24/02/1995
20001206X02076,Accident,LAX94LA319,1994-08-12,"EL CAJON, CA",United States,,,SEE,GILLESPIE FIELD,Non-Fatal,Substantial,,NC731Y,PERTH AMBOY,BIRD BK,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,LANDING,Probable Cause,12/01/1995
20001206X02050,Accident,FTW94LA270,1994-08-12,"SHREVEPORT, LA",United States,,,,,Fatal(1),Destroyed,,N48664,GRUMMAN,G-164B,No,1,Reciprocating,,UNK,Aerial Application,,1,0,0,0,VMC,MANEUVERING,Probable Cause,10/05/1995
20001206X01963,Accident,BFO94LA138,1994-08-12,"SPRINGFIELD, OH",United States,,,SGH,SPRINGFIELD-BECKLEY MUNI,Non-Fatal,Substantial,,N19644,CESSNA,172L,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,TAKEOFF,Probable Cause,13/03/1995
20001206X01960,Accident,BFO94LA133,1994-08-12,"FREEPORT, PA",United States,,,P37,MCVILLE,Non-Fatal,Substantial,,N2341L,BEECH,23,No,1,Reciprocating,,,Instructional,,0,1,1,0,VMC,TAKEOFF,Probable Cause,18/05/1995
20001206X01950,Accident,BFO94FA135,1994-08-12,"WHITING, NJ",United States,,,,,Fatal(3),Destroyed,,N124NH,BELL,206L-4,No,1,Turbo Shaft,,NSCH,Unknown,NATIONAL HELICOPTERS (DBA: NATIONAL HELICOPTERS),3,0,0,0,IMC,CRUISE,Probable Cause,24/07/1995
20001206X01949,Accident,BFO94FA134,1994-08-12,"GRAND LAKE STRM, ME",United States,,,,,Fatal(2),Destroyed,,N8588Y,PIPER,PA-18-150,No,1,Reciprocating,,,Personal,,2,0,0,0,VMC,MANEUVERING,Probable Cause,19/06/1995
20001206X01909,Accident,ANC94LA107,1994-08-12,"TOK, AK",United States,,,,,Non-Fatal,Substantial,,N4059H,Helio,H-700,No,1,Reciprocating,,NSCH,Unknown,"40 MILE AIR, LTD",0,0,0,4,VMC,LANDING,Probable Cause,09/05/1995
20001206X02103,Accident,MIA94LA194,1994-08-11,"WAYNESBORO, MS",United States,,,,,Non-Fatal,Substantial,,N10JB,AEROSPORT,QUAIL,Yes,1,Reciprocating,,,Personal,,0,0,1,0,VMC,CRUISE,Probable Cause,27/04/1995
20001206X02075,Accident,LAX94LA315,1994-08-11,"OVERGAARD, AZ",United States,,,AZ82,MOGOLLON AIRPARK,Non-Fatal,Substantial,,N9044A,PIPER,PA-28R-201T,No,1,Reciprocating,,,Business,,0,0,2,0,VMC,APPROACH,Probable Cause,18/05/1995
20001206X02074,Accident,LAX94LA314,1994-08-11,"FRESNO, CA",United States,,,FAT,FRESNO AIR TERMINAL,Non-Fatal,Substantial,,N4374X,PIPER,PA-28R-200,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,LANDING,Probable Cause,12/01/1995
